section,section_id,section_sis_id,submitted,attempt,"4389967: Question 01
Which ChatBot(s) do you tend to use consistently and generally find helpful or useful for STA130?",1.0,"4489824: Question 01 (follow up)
If you answered ""Other"" above, which do you use (and perhaps why, if you'd like to share)?",1.0,"4421351: Question 02 (Week 02)
Which of these topics will your feedback address? And are your responses based on using ChatGPT or the STA130 custom NBLMChatBot?

""My feedback will be about my experience using a ChatBot for the purposes of...""

We're just looking for you to highlight particular aspects of your experience that stood out to you. The options here might not be perfect, but we're hoping they provide enough expressivity for you to give us feedback where it makes sense to you.
✌️🤞",1.0,"4389974: Question 03 (Accuracy)
Did the ChatBot provide helpful guidance and working code?",1.0,"4389979: Question 04 (Troubleshooting)
Is the ChatBot able to fix programming problemsin two or fewer prompts based on code error messages?",1.0,"4389982: Question 05 (Focus)
Was the scope of the responses of the ChatBot appropriately constrained and sufficientlytargetedon the desired information?",1.0,"4421439: Further comments or clarifications?
Feel free togive us any other details, clarifications, or additional feedback that you feel might be relevant or worth sharing!Any comments provided here will be reviewed and helpful for our ongoing evaluations of ChatBots in the STA130 context.
",1.0,n correct,n incorrect,score
STA130H1-F-LEC0101-20249,345972,STA130H1-F-LEC0101-20249,2024-09-18 20:53:54 UTC,1,"ChatGPT (free tier),STA130 Custom NotebookLM",0.0,NA,0.0,"Feedback is about my experience using the STA130 custom NBLM ChatBot,using and understanding things like df.shape\, df.describe()\, df['column'].value_counts() (from last week),managing missing values using df.dropna()\,del df['col']and df.shapeversus ""count"" in df.describe() (from last week)",0.0,Yes,0.0,Yes,0.0,"Yes,Feedback is about my experience using the STA130 custom NBLM ChatBot",0.0,"I find it easier to digest course content with the help of the custom STA130 NotebookLM, and for anything that I need real human help with, the tutorials are very helpful.",0.0,2,5,0.0
STA130H1-F-LEC0201-20249,345979,STA130H1-F-LEC0201-20249,2024-09-18 20:14:59 UTC,1,ChatGPT (free tier),1.0,"",0.0,"Feedback is about my experience using ChatGPT,using and understanding things like df.shape\, df.describe()\, df['column'].value_counts() (from last week),managing missing values using df.dropna()\,del df['col']and df.shapeversus ""count"" in df.describe() (from last week),understanding and troubleshooting df.group_by(""col1"")[""col2""].describe() (from last week)",0.0,Yes,0.0,Yes,0.0,Yes,0.0,"",0.0,3,4,1.0
STA130H1-F-LEC0101-20249,345972,STA130H1-F-LEC0101-20249,2024-09-18 19:59:15 UTC,1,"ChatGPT (free tier),STA130 Custom NotebookLM,Other",0.0,google gemini,0.0,"Feedback is about my experience using ChatGPT,troubleshooting python errors (from last week probably relevant to every week\, tbh...)",0.0,Sometimes,0.0,Sometimes,0.0,Sometimes,0.0,"",0.0,2,5,0.0
STA130H1-F-LEC0201-20249,345979,STA130H1-F-LEC0201-20249,2024-09-18 18:29:21 UTC,1,ChatGPT (free tier),1.0,/,0.0,"using and understanding things like df.shape\, df.describe()\, df['column'].value_counts() (from last week)",0.0,Yes,0.0,More often than not,0.0,More often than not,0.0,/,0.0,3,4,1.0
STA130H1-F-LEC0101-20249,345972,STA130H1-F-LEC0101-20249,2024-09-18 16:36:27 UTC,1,ChatGPT (free tier),1.0,"",0.0,"Feedback is about my experience using ChatGPT,understanding\, explaining\, and improving Monte Hall code,understanding and explaining Markovian ChatBot code,using and understanding things like df.shape\, df.describe()\, df['column'].value_counts() (from last week),managing missing values using df.dropna()\,del df['col']and df.shapeversus ""count"" in df.describe() (from last week),understanding and troubleshooting df.group_by(""col1"")[""col2""].describe() (from last week)",0.0,Yes,0.0,Yes,0.0,Yes,0.0,"",0.0,3,4,1.0
STA130H1-F-LEC0201-20249,345979,STA130H1-F-LEC0201-20249,2024-09-18 15:22:53 UTC,1,ChatGPT (free tier),1.0,"",0.0,"using and understanding things like df.shape\, df.describe()\, df['column'].value_counts() (from last week)",0.0,Yes,0.0,More often than not,0.0,Yes,0.0,"",0.0,3,4,1.0
STA130H1-F-LEC0201-20249,345979,STA130H1-F-LEC0201-20249,2024-09-18 14:58:20 UTC,1,ChatGPT (free tier),1.0,ChatGPT,0.0,"Feedback is about my experience using the STA130 custom NBLM ChatBot,Feedback is about my experience using ChatGPT",0.0,Sometimes,0.0,Sometimes,0.0,Sometimes,0.0,none,0.0,3,4,1.0
STA130H1-F-LEC0101-20249,345972,STA130H1-F-LEC0101-20249,2024-09-18 14:52:23 UTC,1,ChatGPT (paid subscription),0.0,Nothing ,0.0,"Feedback is about my experience using ChatGPT,using and understanding things like df.shape\, df.describe()\, df['column'].value_counts() (from last week)",0.0,More often than not,0.0,Sometimes,0.0,Yes,0.0,nothing ,0.0,2,5,0.0
STA130H1-F-LEC0201-20249,345979,STA130H1-F-LEC0201-20249,2024-09-18 14:03:23 UTC,1,ChatGPT (free tier),1.0,N/A,0.0,"Feedback is about my experience using ChatGPT,understanding and explaining Markovian ChatBot code",0.0,Yes,0.0,More often than not,0.0,Yes,0.0,N/A,0.0,3,4,1.0
STA130H1-F-LEC0201-20249,345979,STA130H1-F-LEC0201-20249,2024-09-18 05:58:25 UTC,1,ChatGPT (paid subscription),0.0,GPT4o,0.0,"Feedback is about my experience using ChatGPT,using and understanding things like df.shape\, df.describe()\, df['column'].value_counts() (from last week),managing missing values using df.dropna()\,del df['col']and df.shapeversus ""count"" in df.describe() (from last week),understanding and troubleshooting df.group_by(""col1"")[""col2""].describe() (from last week)",0.0,Yes,0.0,Sometimes,0.0,More often than not,0.0,GPT is helpful to create mindset of a concept,0.0,2,5,0.0
STA130H1-F-LEC0201-20249,345979,STA130H1-F-LEC0201-20249,2024-09-18 04:03:55 UTC,1,ChatGPT (free tier),1.0,nooo,0.0,"understanding\, explaining\, and improving Monte Hall code,understanding and explaining Markovian ChatBot code,troubleshooting python errors (from last week probably relevant to every week\, tbh...),using and understanding things like df.shape\, df.describe()\, df['column'].value_counts() (from last week),managing missing values using df.dropna()\,del df['col']and df.shapeversus ""count"" in df.describe() (from last week),understanding and troubleshooting df.group_by(""col1"")[""col2""].describe() (from last week)",0.0,Sometimes,0.0,Sometimes,0.0,Sometimes,0.0,"Actually I am not understanding what we need to do by using chatGPT, because sometimes, it is hard to understand what chatbox explained the python codes, it is difficult to get all ideas from it. Also, I don’t have money so ChatGPT will ban after I use several or particular times. ",0.0,3,4,1.0
STA130H1-F-LEC0201-20249,345979,STA130H1-F-LEC0201-20249,2024-09-18 00:31:01 UTC,1,"ChatGPT (free tier),ChatGPT (paid subscription)",0.0,"",0.0,"troubleshooting python errors (from last week probably relevant to every week\, tbh...)",0.0,More often than not,0.0,More often than not,0.0,More often than not,0.0,"",0.0,2,5,0.0
STA130H1-F-LEC0201-20249,345979,STA130H1-F-LEC0201-20249,2024-09-18 00:30:24 UTC,1,ChatGPT (free tier),1.0,nothing,0.0,Feedback is about my experience using ChatGPT,0.0,More often than not,0.0,Sometimes,0.0,Yes,0.0,nothing,0.0,3,4,1.0
STA130H1-F-LEC0201-20249,345979,STA130H1-F-LEC0201-20249,2024-09-17 23:21:23 UTC,1,ChatGPT (paid subscription),0.0,"",0.0,"troubleshooting python errors (from last week probably relevant to every week\, tbh...)",0.0,Yes,0.0,Sometimes,0.0,Yes,0.0,"",0.0,2,5,0.0
STA130H1-F-LEC0201-20249,345979,STA130H1-F-LEC0201-20249,2024-09-17 22:17:12 UTC,1,ChatGPT (free tier),1.0,"",0.0,Feedback is about my experience using ChatGPT,0.0,Yes,0.0,More often than not,0.0,Yes,0.0,"",0.0,3,4,1.0
STA130H1-F-LEC0101-20249,345972,STA130H1-F-LEC0101-20249,2024-09-17 22:09:58 UTC,1,ChatGPT (free tier),1.0,"",0.0,"Feedback is about my experience using ChatGPT,understanding\, explaining\, and improving Monte Hall code,troubleshooting python errors (from last week probably relevant to every week\, tbh...),using and understanding things like df.shape\, df.describe()\, df['column'].value_counts() (from last week),managing missing values using df.dropna()\,del df['col']and df.shapeversus ""count"" in df.describe() (from last week),understanding and troubleshooting df.group_by(""col1"")[""col2""].describe() (from last week)",0.0,More often than not,0.0,Yes,0.0,Yes,0.0,"",0.0,3,4,1.0
STA130H1-F-LEC0101-20249,345972,STA130H1-F-LEC0101-20249,2024-09-17 21:44:58 UTC,1,ChatGPT (free tier),1.0,"",0.0,"understanding\, explaining\, and improving Monte Hall code",0.0,Sometimes,0.0,Sometimes,0.0,Sometimes,0.0,"",0.0,3,4,1.0
STA130H1-F-LEC0201-20249,345979,STA130H1-F-LEC0201-20249,2024-09-17 20:25:40 UTC,1,Microsoft Copilot,0.0,"",0.0,"Feedback is about my experience using the STA130 custom NBLM ChatBot,understanding\, explaining\, and improving Monte Hall code,troubleshooting python errors (from last week probably relevant to every week\, tbh...)",0.0,Yes,0.0,Yes,0.0,More often than not,0.0,"",0.0,2,5,0.0
STA130H1-F-LEC0201-20249,345979,STA130H1-F-LEC0201-20249,2024-09-17 19:41:12 UTC,1,ChatGPT (free tier),1.0,I answered ChatGPT(free trier),0.0,"Feedback is about my experience using the STA130 custom NBLM ChatBot,Feedback is about my experience using ChatGPT,understanding\, explaining\, and improving Monte Hall code,understanding and explaining Markovian ChatBot code",0.0,More often than not,0.0,More often than not,0.0,More often than not,0.0,None,0.0,3,4,1.0
STA130H1-F-LEC0101-20249,345972,STA130H1-F-LEC0101-20249,2024-09-17 19:29:01 UTC,1,ChatGPT (free tier),1.0,none,0.0,"Feedback is about my experience using ChatGPT,using and understanding things like df.shape\, df.describe()\, df['column'].value_counts() (from last week),managing missing values using df.dropna()\,del df['col']and df.shapeversus ""count"" in df.describe() (from last week),understanding and troubleshooting df.group_by(""col1"")[""col2""].describe() (from last week)",0.0,Yes,0.0,Sometimes,0.0,Sometimes,0.0,none,0.0,3,4,1.0
STA130H1-F-LEC0101-20249,345972,STA130H1-F-LEC0101-20249,2024-09-17 19:06:11 UTC,1,ChatGPT (free tier),1.0,Nop,0.0,"Feedback is about my experience using the STA130 custom NBLM ChatBot,Feedback is about my experience using ChatGPT,understanding\, explaining\, and improving Monte Hall code,understanding and explaining Markovian ChatBot code,troubleshooting python errors (from last week probably relevant to every week\, tbh...),using and understanding things like df.shape\, df.describe()\, df['column'].value_counts() (from last week),managing missing values using df.dropna()\,del df['col']and df.shapeversus ""count"" in df.describe() (from last week),understanding and troubleshooting df.group_by(""col1"")[""col2""].describe() (from last week)",0.0,Sometimes,0.0,Sometimes,0.0,Yes,0.0,Nop,0.0,3,4,1.0
STA130H1-F-LEC0201-20249,345979,STA130H1-F-LEC0201-20249,2024-09-17 18:24:22 UTC,1,ChatGPT (free tier),1.0,"",0.0,"Feedback is about my experience using ChatGPT,understanding and explaining Markovian ChatBot code,using and understanding things like df.shape\, df.describe()\, df['column'].value_counts() (from last week),managing missing values using df.dropna()\,del df['col']and df.shapeversus ""count"" in df.describe() (from last week)",0.0,More often than not,0.0,More often than not,0.0,Yes,0.0,More specific instruction on how and when to use the chatbot. Purpose of course?,0.0,3,4,1.0
STA130H1-F-LEC0201-20249,345979,STA130H1-F-LEC0201-20249,2024-09-17 16:09:19 UTC,1,ChatGPT (paid subscription),0.0,"",0.0,"Feedback is about my experience using ChatGPT,understanding\, explaining\, and improving Monte Hall code,understanding and explaining Markovian ChatBot code,troubleshooting python errors (from last week probably relevant to every week\, tbh...),using and understanding things like df.shape\, df.describe()\, df['column'].value_counts() (from last week),managing missing values using df.dropna()\,del df['col']and df.shapeversus ""count"" in df.describe() (from last week),understanding and troubleshooting df.group_by(""col1"")[""col2""].describe() (from last week)",0.0,More often than not,0.0,More often than not,0.0,Yes,0.0,"",0.0,2,5,0.0
STA130H1-F-LEC0101-20249,345972,STA130H1-F-LEC0101-20249,2024-09-17 15:01:10 UTC,1,"ChatGPT (free tier),Microsoft Copilot",0.0,"",0.0,"Feedback is about my experience using ChatGPT,understanding\, explaining\, and improving Monte Hall code,understanding and explaining Markovian ChatBot code,troubleshooting python errors (from last week probably relevant to every week\, tbh...),using and understanding things like df.shape\, df.describe()\, df['column'].value_counts() (from last week),managing missing values using df.dropna()\,del df['col']and df.shapeversus ""count"" in df.describe() (from last week),understanding and troubleshooting df.group_by(""col1"")[""col2""].describe() (from last week)",0.0,More often than not,0.0,Yes,0.0,More often than not,0.0,"",0.0,2,5,0.0
STA130H1-F-LEC0101-20249,345972,STA130H1-F-LEC0101-20249,2024-09-17 14:18:01 UTC,1,Microsoft Copilot,0.0,"",0.0,"managing missing values using df.dropna()\,del df['col']and df.shapeversus ""count"" in df.describe() (from last week)",0.0,Yes,0.0,Yes,0.0,Sometimes,0.0,"",0.0,2,5,0.0
STA130H1-F-LEC0201-20249,345979,STA130H1-F-LEC0201-20249,2024-09-17 14:07:06 UTC,1,ChatGPT (free tier),1.0,"",0.0,"Feedback is about my experience using ChatGPT,understanding\, explaining\, and improving Monte Hall code,using and understanding things like df.shape\, df.describe()\, df['column'].value_counts() (from last week),managing missing values using df.dropna()\,del df['col']and df.shapeversus ""count"" in df.describe() (from last week),understanding and troubleshooting df.group_by(""col1"")[""col2""].describe() (from last week)",0.0,More often than not,0.0,More often than not,0.0,More often than not,0.0,"",0.0,3,4,1.0
STA130H1-F-LEC0101-20249,345972,STA130H1-F-LEC0101-20249,2024-09-17 06:46:26 UTC,1,ChatGPT (free tier),1.0,"",0.0,"Feedback is about my experience using ChatGPT,troubleshooting python errors (from last week probably relevant to every week\, tbh...),using and understanding things like df.shape\, df.describe()\, df['column'].value_counts() (from last week),managing missing values using df.dropna()\,del df['col']and df.shapeversus ""count"" in df.describe() (from last week),understanding and troubleshooting df.group_by(""col1"")[""col2""].describe() (from last week)",0.0,Sometimes,0.0,Yes,0.0,Yes,0.0,"No, thanks",0.0,3,4,1.0
STA130H1-F-LEC0201-20249,345979,STA130H1-F-LEC0201-20249,2024-09-17 05:27:02 UTC,1,ChatGPT (paid subscription),0.0,"",0.0,"Feedback is about my experience using the STA130 custom NBLM ChatBot,Feedback is about my experience using ChatGPT,troubleshooting python errors (from last week probably relevant to every week\, tbh...),using and understanding things like df.shape\, df.describe()\, df['column'].value_counts() (from last week),managing missing values using df.dropna()\,del df['col']and df.shapeversus ""count"" in df.describe() (from last week),understanding and troubleshooting df.group_by(""col1"")[""col2""].describe() (from last week)",0.0,Yes,0.0,Yes,0.0,Yes,0.0,chatbox helped a lot,0.0,2,5,0.0
STA130H1-F-LEC0101-20249,345972,STA130H1-F-LEC0101-20249,2024-09-17 01:38:06 UTC,1,ChatGPT (free tier),1.0,"",0.0,Feedback is about my experience using ChatGPT,0.0,More often than not,0.0,Sometimes,0.0,More often than not,0.0,"",0.0,3,4,1.0
STA130H1-F-LEC0201-20249,345979,STA130H1-F-LEC0201-20249,2024-09-16 23:39:31 UTC,1,"ChatGPT (free tier),Microsoft Copilot",0.0,n/a,0.0,"troubleshooting python errors (from last week probably relevant to every week\, tbh...),using and understanding things like df.shape\, df.describe()\, df['column'].value_counts() (from last week),managing missing values using df.dropna()\,del df['col']and df.shapeversus ""count"" in df.describe() (from last week),understanding and troubleshooting df.group_by(""col1"")[""col2""].describe() (from last week)",0.0,More often than not,0.0,Yes,0.0,Sometimes,0.0,n/a,0.0,2,5,0.0
STA130H1-F-LEC0201-20249,345979,STA130H1-F-LEC0201-20249,2024-09-16 22:22:17 UTC,1,ChatGPT (free tier),1.0,"",0.0,Feedback is about my experience using ChatGPT,0.0,More often than not,0.0,Yes,0.0,Yes,0.0,"",0.0,3,4,1.0
STA130H1-F-LEC0201-20249,345979,STA130H1-F-LEC0201-20249,2024-09-16 21:11:26 UTC,1,ChatGPT (free tier),1.0,"",0.0,"Feedback is about my experience using the STA130 custom NBLM ChatBot,Feedback is about my experience using ChatGPT,understanding\, explaining\, and improving Monte Hall code,understanding and explaining Markovian ChatBot code,troubleshooting python errors (from last week probably relevant to every week\, tbh...),using and understanding things like df.shape\, df.describe()\, df['column'].value_counts() (from last week),managing missing values using df.dropna()\,del df['col']and df.shapeversus ""count"" in df.describe() (from last week),understanding and troubleshooting df.group_by(""col1"")[""col2""].describe() (from last week)",0.0,More often than not,0.0,More often than not,0.0,"More often than not,Feedback is about my experience using the STA130 custom NBLM ChatBot",0.0,N/A,0.0,3,4,1.0
STA130H1-F-LEC0201-20249,345979,STA130H1-F-LEC0201-20249,2024-09-16 20:08:02 UTC,1,ChatGPT (free tier),1.0,no,0.0,Feedback is about my experience using ChatGPT,0.0,Sometimes,0.0,Sometimes,0.0,Sometimes,0.0,ok,0.0,3,4,1.0
STA130H1-F-LEC0201-20249,345979,STA130H1-F-LEC0201-20249,2024-09-16 19:58:29 UTC,1,ChatGPT (free tier),1.0,"",0.0,"Feedback is about my experience using ChatGPT,understanding\, explaining\, and improving Monte Hall code,understanding and explaining Markovian ChatBot code,using and understanding things like df.shape\, df.describe()\, df['column'].value_counts() (from last week)",0.0,More often than not,0.0,More often than not,0.0,Sometimes,0.0,"",0.0,3,4,1.0
STA130H1-F-LEC0201-20249,345979,STA130H1-F-LEC0201-20249,2024-09-16 19:51:11 UTC,1,ChatGPT (paid subscription),0.0,More accurate and easy to use,0.0,"troubleshooting python errors (from last week probably relevant to every week\, tbh...),using and understanding things like df.shape\, df.describe()\, df['column'].value_counts() (from last week),managing missing values using df.dropna()\,del df['col']and df.shapeversus ""count"" in df.describe() (from last week),understanding and troubleshooting df.group_by(""col1"")[""col2""].describe() (from last week)",0.0,Yes,0.0,Yes,0.0,More often than not,0.0,None,0.0,2,5,0.0
STA130H1-F-LEC0201-20249,345979,STA130H1-F-LEC0201-20249,2024-09-16 19:38:44 UTC,1,ChatGPT (free tier),1.0,N/A,0.0,"understanding\, explaining\, and improving Monte Hall code",0.0,Sometimes,0.0,More often than not,0.0,More often than not,0.0,N/A,0.0,3,4,1.0
STA130H1-F-LEC0101-20249,345972,STA130H1-F-LEC0101-20249,2024-09-16 19:29:35 UTC,1,ChatGPT (free tier),1.0,"",0.0,"Feedback is about my experience using ChatGPT,understanding\, explaining\, and improving Monte Hall code,understanding and explaining Markovian ChatBot code,troubleshooting python errors (from last week probably relevant to every week\, tbh...),using and understanding things like df.shape\, df.describe()\, df['column'].value_counts() (from last week),managing missing values using df.dropna()\,del df['col']and df.shapeversus ""count"" in df.describe() (from last week),understanding and troubleshooting df.group_by(""col1"")[""col2""].describe() (from last week)",0.0,Yes,0.0,Sometimes,0.0,More often than not,0.0,"",0.0,3,4,1.0
STA130H1-F-LEC0201-20249,345979,STA130H1-F-LEC0201-20249,2024-09-16 18:52:01 UTC,1,"ChatGPT (free tier),ChatGPT (paid subscription),STA130 Custom NotebookLM",0.0,No other,0.0,"Feedback is about my experience using the STA130 custom NBLM ChatBot,Feedback is about my experience using ChatGPT,understanding\, explaining\, and improving Monte Hall code,troubleshooting python errors (from last week probably relevant to every week\, tbh...),using and understanding things like df.shape\, df.describe()\, df['column'].value_counts() (from last week),managing missing values using df.dropna()\,del df['col']and df.shapeversus ""count"" in df.describe() (from last week),understanding and troubleshooting df.group_by(""col1"")[""col2""].describe() (from last week)",0.0,Yes,0.0,Yes,0.0,Yes,0.0,"As long as you provide enough context, ChatGPT is able to give the correct solution to solve the problem.",0.0,2,5,0.0
STA130H1-F-LEC0201-20249,345979,STA130H1-F-LEC0201-20249,2024-09-16 18:46:50 UTC,1,Microsoft Copilot,0.0,N/A,0.0,Feedback is about my experience using ChatGPT,0.0,More often than not,0.0,More often than not,0.0,Yes,0.0,"I would appreciate to get more resources about understanding STA130. Also, a slower pace would definitely be helpful.",0.0,2,5,0.0
STA130H1-F-LEC0201-20249,345979,STA130H1-F-LEC0201-20249,2024-09-16 18:13:29 UTC,1,"ChatGPT (free tier),STA130 Custom NotebookLM",0.0,N/a,0.0,"Feedback is about my experience using the STA130 custom NBLM ChatBot,Feedback is about my experience using ChatGPT,troubleshooting python errors (from last week probably relevant to every week\, tbh...),using and understanding things like df.shape\, df.describe()\, df['column'].value_counts() (from last week),managing missing values using df.dropna()\,del df['col']and df.shapeversus ""count"" in df.describe() (from last week),understanding and troubleshooting df.group_by(""col1"")[""col2""].describe() (from last week)",0.0,More often than not,0.0,Yes,0.0,Sometimes,0.0,"I would have benefited from having a clear indicator of the plan for this courses textbook and use of chat bots located at the top of the Quercus home page in very plain terms. While these resources are now helpful, it’s my first exposure to chat bots and it was a steep learning curve. ",0.0,2,5,0.0
STA130H1-F-LEC0201-20249,345979,STA130H1-F-LEC0201-20249,2024-09-16 18:12:39 UTC,1,ChatGPT (free tier),1.0,NA,0.0,Feedback is about my experience using ChatGPT,0.0,More often than not,0.0,More often than not,0.0,Yes,0.0,NA,0.0,3,4,1.0
STA130H1-F-LEC0201-20249,345979,STA130H1-F-LEC0201-20249,2024-09-16 18:12:35 UTC,1,ChatGPT (free tier),1.0,"",0.0,Feedback is about my experience using ChatGPT,0.0,More often than not,0.0,More often than not,0.0,Sometimes,0.0,"",0.0,3,4,1.0
STA130H1-F-LEC0101-20249,345972,STA130H1-F-LEC0101-20249,2024-09-16 18:12:22 UTC,1,ChatGPT (free tier),1.0,"",0.0,"Feedback is about my experience using ChatGPT,using and understanding things like df.shape\, df.describe()\, df['column'].value_counts() (from last week)",0.0,Sometimes,0.0,Sometimes,0.0,Sometimes,0.0,"",0.0,3,4,1.0
STA130H1-F-LEC0201-20249,345979,STA130H1-F-LEC0201-20249,2024-09-16 18:12:16 UTC,1,ChatGPT (free tier),1.0,"",0.0,"Feedback is about my experience using ChatGPT,understanding\, explaining\, and improving Monte Hall code,understanding and explaining Markovian ChatBot code,troubleshooting python errors (from last week probably relevant to every week\, tbh...),using and understanding things like df.shape\, df.describe()\, df['column'].value_counts() (from last week),managing missing values using df.dropna()\,del df['col']and df.shapeversus ""count"" in df.describe() (from last week),understanding and troubleshooting df.group_by(""col1"")[""col2""].describe() (from last week)",0.0,Yes,0.0,Yes,0.0,Yes,0.0,"",0.0,3,4,1.0
STA130H1-F-LEC0201-20249,345979,STA130H1-F-LEC0201-20249,2024-09-16 18:12:06 UTC,1,ChatGPT (free tier),1.0,N/A,0.0,"understanding\, explaining\, and improving Monte Hall code,using and understanding things like df.shape\, df.describe()\, df['column'].value_counts() (from last week),managing missing values using df.dropna()\,del df['col']and df.shapeversus ""count"" in df.describe() (from last week),understanding and troubleshooting df.group_by(""col1"")[""col2""].describe() (from last week)",0.0,Sometimes,0.0,Yes,0.0,More often than not,0.0,"",0.0,3,4,1.0
STA130H1-F-LEC0201-20249,345979,STA130H1-F-LEC0201-20249,2024-09-16 18:11:43 UTC,1,ChatGPT (free tier),1.0,"",0.0,"Feedback is about my experience using ChatGPT,understanding\, explaining\, and improving Monte Hall code,troubleshooting python errors (from last week probably relevant to every week\, tbh...),understanding and troubleshooting df.group_by(""col1"")[""col2""].describe() (from last week)",0.0,More often than not,0.0,Yes,0.0,Yes,0.0,"Sometimes chatgpt is not that smart to give you a very correct code, like sometimes the code is redundant, but if I can find the problem and ask it to modify, it will improve the answer",0.0,3,4,1.0
STA130H1-F-LEC0201-20249,345979,STA130H1-F-LEC0201-20249,2024-09-16 18:11:21 UTC,1,ChatGPT (free tier),1.0,"",0.0,"troubleshooting python errors (from last week probably relevant to every week\, tbh...),using and understanding things like df.shape\, df.describe()\, df['column'].value_counts() (from last week),managing missing values using df.dropna()\,del df['col']and df.shapeversus ""count"" in df.describe() (from last week),understanding and troubleshooting df.group_by(""col1"")[""col2""].describe() (from last week)",0.0,Yes,0.0,Yes,0.0,"Sometimes,Yes",0.0,"",0.0,3,4,1.0
STA130H1-F-LEC0201-20249,345979,STA130H1-F-LEC0201-20249,2024-09-16 18:11:05 UTC,1,ChatGPT (free tier),1.0,"",0.0,Feedback is about my experience using ChatGPT,0.0,More often than not,0.0,Yes,0.0,Yes,0.0,"",0.0,3,4,1.0
STA130H1-F-LEC0201-20249,345979,STA130H1-F-LEC0201-20249,2024-09-16 18:10:52 UTC,1,ChatGPT (free tier),1.0,ChatGPT (free tier),0.0,Feedback is about my experience using ChatGPT,0.0,More often than not,0.0,Yes,0.0,Sometimes,0.0,It seems like GPT 4.0 is necessary in some cases.,0.0,3,4,1.0
STA130H1-F-LEC0201-20249,345979,STA130H1-F-LEC0201-20249,2024-09-16 18:10:51 UTC,1,ChatGPT (free tier),1.0,It is the only one I really know,0.0,"Feedback is about my experience using ChatGPT,using and understanding things like df.shape\, df.describe()\, df['column'].value_counts() (from last week),understanding and troubleshooting df.group_by(""col1"")[""col2""].describe() (from last week)",0.0,Sometimes,0.0,More often than not,0.0,Sometimes,0.0,It is frustrating to use ChatGPT as the primary source of learning. It is not in any way organized and can not be held accountable. It would be a shame to put all the emphasis on paraphrasing. I would have preferred the course to be structured in a more traditional manner and give less emphasis on using ChatGPT in the future. I would appreciate the provision of identified central points in a primary source and do homework that requires more understanding than prompting the ChatGPT.,0.0,3,4,1.0
STA130H1-F-LEC0201-20249,345979,STA130H1-F-LEC0201-20249,2024-09-16 18:10:45 UTC,1,ChatGPT (free tier),1.0,N/A,0.0,"Feedback is about my experience using ChatGPT,understanding\, explaining\, and improving Monte Hall code,using and understanding things like df.shape\, df.describe()\, df['column'].value_counts() (from last week),managing missing values using df.dropna()\,del df['col']and df.shapeversus ""count"" in df.describe() (from last week),understanding and troubleshooting df.group_by(""col1"")[""col2""].describe() (from last week)",0.0,Yes,0.0,Yes,0.0,Yes,0.0,N/A,0.0,3,4,1.0
STA130H1-F-LEC0201-20249,345979,STA130H1-F-LEC0201-20249,2024-09-16 18:10:24 UTC,1,ChatGPT (free tier),1.0,"",0.0,"using and understanding things like df.shape\, df.describe()\, df['column'].value_counts() (from last week),managing missing values using df.dropna()\,del df['col']and df.shapeversus ""count"" in df.describe() (from last week),understanding and troubleshooting df.group_by(""col1"")[""col2""].describe() (from last week)",0.0,More often than not,0.0,More often than not,0.0,More often than not,0.0,NA,0.0,3,4,1.0
STA130H1-F-LEC0201-20249,345979,STA130H1-F-LEC0201-20249,2024-09-16 18:10:17 UTC,1,ChatGPT (free tier),1.0,n/a,0.0,"Feedback is about my experience using ChatGPT,troubleshooting python errors (from last week probably relevant to every week\, tbh...),using and understanding things like df.shape\, df.describe()\, df['column'].value_counts() (from last week),managing missing values using df.dropna()\,del df['col']and df.shapeversus ""count"" in df.describe() (from last week)",0.0,Yes,0.0,More often than not,0.0,More often than not,0.0,I think I've learned a lot so far in this course!,0.0,3,4,1.0
STA130H1-F-LEC0201-20249,345979,STA130H1-F-LEC0201-20249,2024-09-16 18:10:01 UTC,1,ChatGPT (free tier),1.0,N/A,0.0,"Feedback is about my experience using ChatGPT,understanding and explaining Markovian ChatBot code",0.0,Yes,0.0,More often than not,0.0,More often than not,0.0,N/A Thank you!,0.0,3,4,1.0
STA130H1-F-LEC0201-20249,345979,STA130H1-F-LEC0201-20249,2024-09-16 18:10:01 UTC,1,"ChatGPT (paid subscription),Microsoft Copilot",0.0,"",0.0,"Feedback is about my experience using the STA130 custom NBLM ChatBot,Feedback is about my experience using ChatGPT,troubleshooting python errors (from last week probably relevant to every week\, tbh...),using and understanding things like df.shape\, df.describe()\, df['column'].value_counts() (from last week),managing missing values using df.dropna()\,del df['col']and df.shapeversus ""count"" in df.describe() (from last week),understanding and troubleshooting df.group_by(""col1"")[""col2""].describe() (from last week)",0.0,More often than not,0.0,More often than not,0.0,"More often than not,Yes,Feedback is about my experience using the STA130 custom NBLM ChatBot",0.0,GPT actually saves my life...,0.0,2,5,0.0
STA130H1-F-LEC0201-20249,345979,STA130H1-F-LEC0201-20249,2024-09-16 18:09:51 UTC,1,ChatGPT (free tier),1.0,"",0.0,Feedback is about my experience using ChatGPT,0.0,More often than not,0.0,More often than not,0.0,Yes,0.0,"",0.0,3,4,1.0
