section,section_id,section_sis_id,submitted,attempt,"4644490: Question 01 (follow up)
If you answered ""Other"" above, which (and perhaps why, if you'd like to share)?",1.0,"4390110: Question 01
Which ChatBot(s) are you recently finding helpful or generally useful for STA130?",1.0,"4390111: Midway Question 02
What are ChatBots helpful for?",1.0,"4628513: Midway Question 05
Which of the following best characterizes your experience with the STA130 Custom NotebookLM ChatBot (STA130NBLMbot)?",1.0,"4390112: Midway Question 03
Which of the following do you think should continue to be a part of (or be added to) STA130?",1.0,"4390113: Midway Question 04
Would you be interested in seeing your preferred ChatBots in other STA courses beyond STA130?",1.0,"4628572: Midway Question 06
Now that you've seen half of the course, completed the midterm exam, and gotten a sense for what Prof. Scott is trying to do with everything in the course... which of the following would you say apply to you?",1.0,"4628721: Midway question 07
Are you worried about the fact that future STA courses are using R instead of Python?",1.0,"4390115: Further comments or clarifications?
Feel free togive us any other details, clarifications, or additional feedback that you feel might be relevant or worth sharing!Any comments provided here will be reviewed and helpful for our ongoing evaluations of ChatBots in the STA130 context (and perhaps beyond).",1.0,n correct,n incorrect,score
STA130H1-F-LEC0101-20249,345972,STA130H1-F-LEC0101-20249,2024-10-25 13:25:56 UTC,1,"","",ChatGPT (paid subscription),0.0,Explaining/Learning statistical concepts,0.0,I have not used the STA130NBLMbot,1.0,A better Custom ChatBot,0.0,Yes,0.0,"I'm building proficiency in using ChatBots to support learning and understanding, and I appreciate the opportunity to do so",0.0,Moderately,0.0,No more,0.0,2,6,1.0
STA130H1-F-LEC0201-20249,345979,STA130H1-F-LEC0201-20249,2024-10-21 21:34:30 UTC,1,"","",ChatGPT (free tier),1.0,"Coding,Understanding code,Explaining/Learning statistical concepts",0.0,I have not used the STA130NBLMbot,1.0,"""Vanilla"" ChatBots like ChatGPT or Microsoft Copilot",1.0,No,1.0,I'm happy to be learning and building the python-oriented skills we're focussed on,0.0,Minimally,1.0,"ChatBot!!!!!!!!!!

I think chatbot helps in understanding the content, but in order to get good mark I should find more material online. Also most of the time chatbot will give the clear explanation,  however it is hard to let chatbot to give you what you exactly want to know. And communicating with chatbot really cost time. So sometimes I will feel mad if chatbot gave me a brief explanation.

In general, I think chatbot do help me in my midterm(though my grade is not high...but maybe I will get a C if chatbot DNE........Love you ChatBot🥺)

BTW, I have asked chatbot to explain variance for at least 4 times. Its answer still made me very confused!!!(And I chosen the wrong answer in the midterm of course... ☹️ Or maybe it is not Chat's fault.....anyway.....)",0.0,6,2,5.0
STA130H1-F-LEC0201-20249,345979,STA130H1-F-LEC0201-20249,2024-10-29 09:24:50 UTC,1,"","",ChatGPT (paid subscription),0.0,"Coding,Understanding code,Learning to code,Explaining/Learning statistical concepts",0.0,"The STA130NBLMbotwas good for many course related questions,The STA130NBLMbot was a valuable tool for preparing for the midterm exam",0.0,"""Vanilla"" ChatBots like ChatGPT or Microsoft Copilot,A better Custom ChatBot",0.0,"Yes, but perhaps just for certain courses for certain purposes",0.0,"I'd prefer to have taken an easier R-based version of the course,I'm happy to be learning and building the python-oriented skills we're focussed on",0.0,Moderately,0.0,N/A,0.0,1,7,0.0
STA130H1-F-LEC0201-20249,345979,STA130H1-F-LEC0201-20249,2024-10-21 18:06:01 UTC,1,"","",ChatGPT (free tier),1.0,Coding,1.0,I have not used the STA130NBLMbot,1.0,None of these: I don't think STA130 should have any ChatBots,0.0,"Yes, but perhaps just for certain courses for certain purposes",0.0,I rely on ChatBots more than I previously did because of STA130,0.0,Tremendously,0.0,nope,0.0,4,4,3.0
STA130H1-F-LEC0201-20249,345979,STA130H1-F-LEC0201-20249,2024-10-21 18:11:38 UTC,1,"","",ChatGPT (paid subscription),0.0,"Coding,Understanding code,Learning to code,Explaining/Learning statistical concepts,Preparing for exams (such our midterm exam),Doing well on exams (specifically our midterm exam)",0.0,I have not used the STA130NBLMbot,1.0,"""Paid subscription"" ChatBots\, like the ""not free version"" of ChatGPT,STA130 Custom NotebookLM",0.0,"Yes, but perhaps just for certain courses for certain purposes",0.0,I rely on ChatBots more than I previously did because of STA130,0.0,Moderately,0.0,N/A,0.0,2,6,1.0
STA130H1-F-LEC0101-20249,345972,STA130H1-F-LEC0101-20249,2024-10-21 14:14:44 UTC,1,"","",ChatGPT (free tier),1.0,"Coding,Understanding code,Explaining/Learning statistical concepts,Preparing for exams (such our midterm exam),Doing well on exams (specifically our midterm exam)",0.0,"The STA130NBLMbotwas not good for coding,My other chatbot was fine or better for course related things and I prefer to use that instead of the STA130NBLMbot",0.0,"""Vanilla"" ChatBots like ChatGPT or Microsoft Copilot,STA130 Custom NotebookLM",0.0,"Yes, but perhaps just for certain courses for certain purposes",0.0,"I'm building proficiency in using ChatBots to support learning and understanding, and I appreciate the opportunity to do so",0.0,Tremendously,0.0,"",0.0,2,6,1.0
STA130H1-F-LEC0201-20249,345979,STA130H1-F-LEC0201-20249,2024-10-21 18:12:04 UTC,1,"","",ChatGPT (free tier),1.0,"Coding,Understanding code,Learning to code,Explaining/Learning statistical concepts,Helping with writing,Reading and writing communication practice",0.0,I have not used the STA130NBLMbot,1.0,"""Vanilla"" ChatBots like ChatGPT or Microsoft Copilot",1.0,"Yes, but perhaps just for certain courses for certain purposes",0.0,"I'm building proficiency in using ChatBots to support learning and understanding, and I appreciate the opportunity to do so",0.0,Minimally,1.0,"",0.0,5,3,4.0
STA130H1-F-LEC0101-20249,345972,STA130H1-F-LEC0101-20249,2024-10-21 14:14:49 UTC,1,"","",STA130 Custom NotebookLM,0.0,"Coding,Understanding code,Explaining/Learning statistical concepts,Preparing for exams (such our midterm exam)",0.0,"The STA130NBLMbotwas good for many course related questions,The STA130NBLMbot was a valuable tool for preparing for the midterm exam",0.0,STA130 Custom NotebookLM,0.0,"Yes, but perhaps just for certain courses for certain purposes",0.0,I have a higher opinion of ChatBots than I previously did because of STA130,0.0,Minimally,1.0,N/A,0.0,2,6,1.0
STA130H1-F-LEC0101-20249,345972,STA130H1-F-LEC0101-20249,2024-10-25 01:15:22 UTC,1,"","",ChatGPT (paid subscription),0.0,"Understanding code,Learning to code,Explaining/Learning statistical concepts,Preparing for exams (such our midterm exam),Helping with writing",0.0,I have not used the STA130NBLMbot,1.0,"""Paid subscription"" ChatBots\, like the ""not free version"" of ChatGPT",0.0,"Yes, but perhaps just for certain courses for certain purposes",0.0,"I'm building proficiency in using ChatBots to support learning and understanding, and I appreciate the opportunity to do so",0.0,Tremendously,0.0,"",0.0,2,6,1.0
STA130H1-F-LEC0101-20249,345972,STA130H1-F-LEC0101-20249,2024-10-25 13:24:12 UTC,1,"","","ChatGPT (free tier),STA130 Custom NotebookLM",0.0,"Coding,Understanding code,Learning to code,Explaining/Learning statistical concepts,Preparing for exams (such our midterm exam),Doing well on exams (specifically our midterm exam),Doing well in the course",0.0,"The STA130NBLMbotwas good for many course related questions,The STA130NBLMbot was a valuable tool for preparing for the midterm exam,I plan to use the STA130NBLMbotmore in the second half of the course",0.0,"""Vanilla"" ChatBots like ChatGPT or Microsoft Copilot,STA130 Custom NotebookLM",0.0,"Yes, but perhaps just for certain courses for certain purposes",0.0,"",0.0,Tremendously,0.0,"",0.0,1,7,0.0
STA130H1-F-LEC0101-20249,345972,STA130H1-F-LEC0101-20249,2024-10-21 14:08:02 UTC,1,"","",ChatGPT (free tier),1.0,"Coding,Understanding code,Explaining/Learning statistical concepts",0.0,"The STA130NBLMbot was a valuable tool for preparing for the midterm exam,I plan to use the ""podcast"" feature of the STA130NBLMbot as a way to review material in the second half of the course",0.0,"""Paid subscription"" ChatBots\, like the ""not free version"" of ChatGPT,A better Custom ChatBot",0.0,"Yes, but perhaps just for certain courses for certain purposes",0.0,I have a higher opinion of ChatBots than I previously did because of STA130,0.0,Tremendously,0.0,"",0.0,2,6,1.0
STA130H1-F-LEC0201-20249,345979,STA130H1-F-LEC0201-20249,2024-10-21 19:29:56 UTC,1,"","","ChatGPT (free tier),Microsoft Copilot,STA130 Custom NotebookLM",0.0,"Coding,Understanding code,Preparing for exams (such our midterm exam)",0.0,The STA130NBLMbotwas good for many course related questions,0.0,"""Paid subscription"" ChatBots\, like the ""not free version"" of ChatGPT",0.0,Yes,0.0,I rely on ChatBots more than I previously did because of STA130,0.0,Moderately,0.0,Why are we learning Python instead of R?,0.0,1,7,0.0
STA130H1-F-LEC0101-20249,345972,STA130H1-F-LEC0101-20249,2024-10-21 19:46:43 UTC,1,"","",I prefer not use a ChatBot for STA130,0.0,None of these,0.0,I have not used the STA130NBLMbot,1.0,None of these: I don't think STA130 should have any ChatBots,0.0,No,1.0,I'm happy to be learning and building the python-oriented skills we're focussed on,0.0,Minimally,1.0,"",0.0,4,4,3.0
STA130H1-F-LEC0101-20249,345972,STA130H1-F-LEC0101-20249,2024-10-21 14:11:50 UTC,1,"","",Microsoft Copilot,0.0,"Coding,Understanding code,Learning to code,Explaining/Learning statistical concepts,Preparing for exams (such our midterm exam)",0.0,"The STA130NBLMbotwas not good for coding,I plan to use the STA130NBLMbotmore in the second half of the course",0.0,None of these: I don't think STA130 should have any ChatBots,0.0,"Yes, but perhaps just for certain courses for certain purposes",0.0,"I am to some degree apprehensive about taking future statistics courses which depend on knowing R, even with potential ChatBot help and support",0.0,Moderately,0.0,"",0.0,1,7,0.0
STA130H1-F-LEC0101-20249,345972,STA130H1-F-LEC0101-20249,2024-10-21 14:11:20 UTC,1,"","","ChatGPT (free tier),STA130 Custom NotebookLM",0.0,"Coding,Understanding code,Explaining/Learning statistical concepts,Preparing for exams (such our midterm exam)",0.0,"The STA130NBLMbotwas good for many course related questions,I plan to use the STA130NBLMbotmore in the second half of the course",0.0,"""Vanilla"" ChatBots like ChatGPT or Microsoft Copilot,STA130 Custom NotebookLM",0.0,"Yes, but perhaps just for certain courses for certain purposes",0.0,"I am to some degree apprehensive about taking future statistics courses which depend on knowing R, even with potential ChatBot help and support",0.0,Moderately,0.0,"",0.0,1,7,0.0
STA130H1-F-LEC0201-20249,345979,STA130H1-F-LEC0201-20249,2024-10-21 18:07:12 UTC,1,"","",STA130 Custom NotebookLM,0.0,"Coding,Understanding code,Learning to code",0.0,"The STA130NBLMbotwas not good for coding,The STA130NBLMbotwas good for many course related questions,The STA130NBLMbot was a valuable tool for preparing for the midterm exam,I plan to use the STA130NBLMbotmore in the second half of the course",0.0,"STA130 Custom NotebookLM,A better Custom ChatBot",0.0,"Yes, but perhaps just for certain courses for certain purposes",0.0,I rely on ChatBots more than I previously did because of STA130,0.0,Tremendously,0.0,"",0.0,1,7,0.0
STA130H1-F-LEC0201-20249,345979,STA130H1-F-LEC0201-20249,2024-10-21 18:07:35 UTC,1,"","","ChatGPT (free tier),STA130 Custom NotebookLM",0.0,"Coding,Understanding code,Learning to code,Doing well in the course",0.0,The STA130NBLMbotwas good for many course related questions,0.0,STA130 Custom NotebookLM,0.0,"Yes, but perhaps just for certain courses for certain purposes",0.0,"I'm building proficiency in using ChatBots to support learning and understanding, and I appreciate the opportunity to do so",0.0,Moderately,0.0,"",0.0,1,7,0.0
STA130H1-F-LEC0101-20249,345972,STA130H1-F-LEC0101-20249,2024-10-25 13:14:49 UTC,1,"","",ChatGPT (free tier),1.0,"Coding,Understanding code,Learning to code,Explaining/Learning statistical concepts,Doing well on exams (specifically our midterm exam)",0.0,I have not used the STA130NBLMbot,1.0,"""Vanilla"" ChatBots like ChatGPT or Microsoft Copilot",1.0,"Yes, but perhaps just for certain courses for certain purposes",0.0,I rely on ChatBots more than I previously did because of STA130,0.0,Minimally,1.0,"",0.0,5,3,4.0
STA130H1-F-LEC0101-20249,345972,STA130H1-F-LEC0101-20249,2024-10-28 21:35:50 UTC,1,"","",ChatGPT (free tier),1.0,Coding,1.0,My other chatbot was fine or better for course related things and I prefer to use that instead of the STA130NBLMbot,0.0,STA130 Custom NotebookLM,0.0,"Yes, but perhaps just for certain courses for certain purposes",0.0,I'd prefer to have taken an easier R-based version of the course,1.0,Tremendously,0.0,"",0.0,4,4,3.0
STA130H1-F-LEC0101-20249,345972,STA130H1-F-LEC0101-20249,2024-10-28 08:09:57 UTC,1,"","",ChatGPT (free tier),1.0,"Coding,Understanding code,Explaining/Learning statistical concepts,Reading and writing communication practice",0.0,The STA130NBLMbot was a valuable tool for preparing for the midterm exam,0.0,"""Vanilla"" ChatBots like ChatGPT or Microsoft Copilot,STA130 Custom NotebookLM",0.0,"Yes, but perhaps just for certain courses for certain purposes",0.0,I'd prefer to have taken an easier R-based version of the course,1.0,Moderately,0.0,"",0.0,3,5,2.0
STA130H1-F-LEC0201-20249,345979,STA130H1-F-LEC0201-20249,2024-10-21 18:09:31 UTC,1,"","","ChatGPT (free tier),STA130 Custom NotebookLM",0.0,"Coding,Understanding code,Learning to code,Explaining/Learning statistical concepts,Doing well in the course",0.0,"The STA130NBLMbotwas not good for coding,The STA130NBLMbotwas good for many course related questions,The STA130NBLMbot was a valuable tool for preparing for the midterm exam,I plan to use the STA130NBLMbotmore in the second half of the course,I plan to use the ""podcast"" feature of the STA130NBLMbot as a way to review material in the second half of the course",0.0,"""Vanilla"" ChatBots like ChatGPT or Microsoft Copilot,A better Custom ChatBot",0.0,Yes,0.0,I have a higher opinion of ChatBots than I previously did because of STA130,0.0,Minimally,1.0,"I came into the course very skeptically, but after using going through half of the course, I find chatbots really helpful with learning. ",0.0,2,6,1.0
STA130H1-F-LEC0101-20249,345972,STA130H1-F-LEC0101-20249,2024-10-25 14:26:48 UTC,1,"","",ChatGPT (free tier),1.0,"Explaining/Learning statistical concepts,Preparing for exams (such our midterm exam),Reading and writing communication practice",0.0,The STA130NBLMbotwas good for many course related questions,0.0,"""Vanilla"" ChatBots like ChatGPT or Microsoft Copilot,STA130 Custom NotebookLM,A better Custom ChatBot",0.0,"Yes, but perhaps just for certain courses for certain purposes",0.0,"I'm building proficiency in using ChatBots to support learning and understanding, and I appreciate the opportunity to do so",0.0,Moderately,0.0,"",0.0,2,6,1.0
STA130H1-F-LEC0101-20249,345972,STA130H1-F-LEC0101-20249,2024-10-21 14:07:47 UTC,1,"","",ChatGPT (paid subscription),0.0,Coding,1.0,I have not used the STA130NBLMbot,1.0,"""Paid subscription"" ChatBots\, like the ""not free version"" of ChatGPT",0.0,Yes,0.0,"I am to some degree apprehensive about taking future statistics courses which depend on knowing R, even with potential ChatBot help and support",0.0,Moderately,0.0,NAN,0.0,3,5,2.0
STA130H1-F-LEC0101-20249,345972,STA130H1-F-LEC0101-20249,2024-10-21 14:04:38 UTC,1,"","",ChatGPT (free tier),1.0,"Coding,Understanding code,Explaining/Learning statistical concepts",0.0,The STA130NBLMbotwas good for many course related questions,0.0,"""Paid subscription"" ChatBots\, like the ""not free version"" of ChatGPT,STA130 Custom NotebookLM",0.0,Yes,0.0,"I'm building proficiency in using ChatBots to support learning and understanding, and I appreciate the opportunity to do so",0.0,Moderately,0.0,"",0.0,2,6,1.0
STA130H1-F-LEC0101-20249,345972,STA130H1-F-LEC0101-20249,2024-10-25 13:27:16 UTC,1,"","","ChatGPT (free tier),STA130 Custom NotebookLM",0.0,"Coding,Understanding code,Learning to code,Explaining/Learning statistical concepts,Preparing for exams (such our midterm exam),Doing well on exams (specifically our midterm exam),Doing well in the course,Helping with writing,Reading and writing communication practice",0.0,"The STA130NBLMbot was a valuable tool for preparing for the midterm exam,I plan to use the STA130NBLMbotmore in the second half of the course",0.0,"""Vanilla"" ChatBots like ChatGPT or Microsoft Copilot,None of these: I don't think STA130 should have any ChatBots",0.0,"Yes, but perhaps just for certain courses for certain purposes",0.0,"I am to some degree apprehensive about taking future statistics courses which depend on knowing R, even with potential ChatBot help and support",0.0,Moderately,0.0,"",0.0,1,7,0.0
STA130H1-F-LEC0101-20249,345972,STA130H1-F-LEC0101-20249,2024-10-21 17:44:40 UTC,1,"","",ChatGPT (free tier),1.0,"Coding,Understanding code,Learning to code,Explaining/Learning statistical concepts,Preparing for exams (such our midterm exam),Doing well on exams (specifically our midterm exam),Doing well in the course,Helping with writing,Reading and writing communication practice",0.0,"The STA130NBLMbotwas good for many course related questions,The STA130NBLMbot was a valuable tool for preparing for the midterm exam,I plan to use the ""podcast"" feature of the STA130NBLMbot as a way to review material in the second half of the course",0.0,"""Vanilla"" ChatBots like ChatGPT or Microsoft Copilot,STA130 Custom NotebookLM",0.0,"Yes, but perhaps just for certain courses for certain purposes",0.0,"I'm building proficiency in using ChatBots to support efficiency and productivity, and I appreciate the opportunity to do so",0.0,Moderately,0.0,/,0.0,2,6,1.0
STA130H1-F-LEC0201-20249,345979,STA130H1-F-LEC0201-20249,2024-10-21 18:10:52 UTC,1,"","",ChatGPT (free tier),1.0,"Coding,Understanding code,Explaining/Learning statistical concepts,Doing well in the course",0.0,My other chatbot was fine or better for course related things and I prefer to use that instead of the STA130NBLMbot,0.0,"""Vanilla"" ChatBots like ChatGPT or Microsoft Copilot",1.0,"Yes, but perhaps just for certain courses for certain purposes",0.0,"I'm building proficiency in using ChatBots to support efficiency and productivity, and I appreciate the opportunity to do so",0.0,Moderately,0.0,"",0.0,3,5,2.0
STA130H1-F-LEC0101-20249,345972,STA130H1-F-LEC0101-20249,2024-10-24 13:36:11 UTC,1,"","",I prefer not use a ChatBot for STA130,0.0,None of these,0.0,I have not used the STA130NBLMbot,1.0,None of these: I don't think STA130 should have any ChatBots,0.0,No,1.0,I'd prefer to have taken an easier R-based version of the course,1.0,Minimally,1.0,"I am already proficient in python, so I would benefit a lot more from this course if I was learning R, which is new to me and sounds a like a lot of fun. 

Chatbots have not been useful because I am already proficient in much of the stuff being taught. I prefer writing code myself (it's fun) and I prefer to ask my friends and to look at the course wiki if I have a question or I am confused about something. ",0.0,5,3,4.0
STA130H1-F-LEC0101-20249,345972,STA130H1-F-LEC0101-20249,2024-10-21 14:08:15 UTC,1,"","",ChatGPT (free tier),1.0,"Coding,Understanding code,Learning to code,Explaining/Learning statistical concepts",0.0,I plan to use the STA130NBLMbotmore in the second half of the course,0.0,"STA130 Custom NotebookLM,A better Custom ChatBot",0.0,No,1.0,I rely on ChatBots more than I previously did because of STA130,0.0,Moderately,0.0,N/A,0.0,3,5,2.0
STA130H1-F-LEC0101-20249,345972,STA130H1-F-LEC0101-20249,2024-10-23 12:40:22 UTC,1,"","","ChatGPT (free tier),STA130 Custom NotebookLM",0.0,"Coding,Understanding code,Explaining/Learning statistical concepts,Preparing for exams (such our midterm exam),Doing well on exams (specifically our midterm exam)",0.0,The STA130NBLMbot was a valuable tool for preparing for the midterm exam,0.0,STA130 Custom NotebookLM,0.0,"Yes, but perhaps just for certain courses for certain purposes",0.0,"I'm building proficiency in using ChatBots to support learning and understanding, and I appreciate the opportunity to do so",0.0,Moderately,0.0,N/A,0.0,1,7,0.0
STA130H1-F-LEC0101-20249,345972,STA130H1-F-LEC0101-20249,2024-10-21 14:09:17 UTC,1,"","",ChatGPT (free tier),1.0,"Coding,Understanding code,Explaining/Learning statistical concepts,Helping with writing",0.0,"I plan to use the STA130NBLMbotmore in the second half of the course,My other chatbot was fine or better for course related things and I prefer to use that instead of the STA130NBLMbot",0.0,"""Vanilla"" ChatBots like ChatGPT or Microsoft Copilot,A better Custom ChatBot",0.0,"Yes, but perhaps just for certain courses for certain purposes",0.0,"I'm building proficiency in using ChatBots to support efficiency and productivity, and I appreciate the opportunity to do so",0.0,Moderately,0.0,N/A,0.0,2,6,1.0
STA130H1-F-LEC0201-20249,345979,STA130H1-F-LEC0201-20249,2024-10-25 18:20:17 UTC,1,"","",Microsoft Copilot,0.0,Explaining/Learning statistical concepts,0.0,"I plan to use the ""podcast"" feature of the STA130NBLMbot as a way to review material in the second half of the course",0.0,"STA130 Custom NotebookLM,My favourite ""Other"" ChatBot (which you can specify in the final question later if you wish)",0.0,"Yes, but perhaps just for certain courses for certain purposes",0.0,"I'm building proficiency in using ChatBots to support learning and understanding, and I appreciate the opportunity to do so",0.0,Moderately,0.0,no,0.0,1,7,0.0
STA130H1-F-LEC0201-20249,345979,STA130H1-F-LEC0201-20249,2024-10-21 18:06:49 UTC,1,"","","ChatGPT (free tier),STA130 Custom NotebookLM",0.0,"Understanding code,Explaining/Learning statistical concepts",0.0,"The STA130NBLMbotwas good for many course related questions,The STA130NBLMbot was a valuable tool for preparing for the midterm exam,I plan to use the STA130NBLMbotmore in the second half of the course",0.0,"""Vanilla"" ChatBots like ChatGPT or Microsoft Copilot,STA130 Custom NotebookLM",0.0,"Yes, but perhaps just for certain courses for certain purposes",0.0,I rely on ChatBots more than I previously did because of STA130,0.0,Moderately,0.0,"",0.0,1,7,0.0
STA130H1-F-LEC0101-20249,345972,STA130H1-F-LEC0101-20249,2024-10-25 22:06:50 UTC,1,"","",ChatGPT (paid subscription),0.0,"Coding,Understanding code,Learning to code,Explaining/Learning statistical concepts",0.0,I have not used the STA130NBLMbot,1.0,A better Custom ChatBot,0.0,"Yes, but perhaps just for certain courses for certain purposes",0.0,"I'm building proficiency in using ChatBots to support efficiency and productivity, and I appreciate the opportunity to do so",0.0,Minimally,1.0,"",0.0,3,5,2.0
STA130H1-F-LEC0101-20249,345972,STA130H1-F-LEC0101-20249,2024-10-21 14:42:28 UTC,1,"","","ChatGPT (free tier),Other (specify in the final question later if you wish)",0.0,"Coding,Understanding code,Learning to code,Explaining/Learning statistical concepts,Doing well in the course,Helping with writing,Reading and writing communication practice",0.0,"I have not used the STA130NBLMbot,The STA130NBLMbotwas not good for coding",0.0,"STA130 Custom NotebookLM,A better Custom ChatBot",0.0,Yes,0.0,I'm happy to be learning and building the python-oriented skills we're focussed on,0.0,Tremendously,0.0,thankyou professor ,0.0,1,7,0.0
STA130H1-F-LEC0101-20249,345972,STA130H1-F-LEC0101-20249,2024-10-21 18:07:47 UTC,1,"","","ChatGPT (free tier),STA130 Custom NotebookLM",0.0,"Coding,Understanding code,Learning to code,Explaining/Learning statistical concepts,Preparing for exams (such our midterm exam),Doing well on exams (specifically our midterm exam),Doing well in the course",0.0,"The STA130NBLMbotwas not good for coding,The STA130NBLMbotwas good for many course related questions,The STA130NBLMbot was a valuable tool for preparing for the midterm exam,I plan to use the STA130NBLMbotmore in the second half of the course,I plan to use the ""podcast"" feature of the STA130NBLMbot as a way to review material in the second half of the course",0.0,STA130 Custom NotebookLM,0.0,"Yes, but perhaps just for certain courses for certain purposes",0.0,I have a higher opinion of ChatBots than I previously did because of STA130,0.0,Tremendously,0.0,"",0.0,1,7,0.0
STA130H1-F-LEC0101-20249,345972,STA130H1-F-LEC0101-20249,2024-10-21 14:14:19 UTC,1,"","","ChatGPT (free tier),STA130 Custom NotebookLM",0.0,"Coding,Understanding code,Learning to code,Explaining/Learning statistical concepts,Preparing for exams (such our midterm exam)",0.0,"The STA130NBLMbotwas not good for coding,The STA130NBLMbotwas good for many course related questions,The STA130NBLMbot was a valuable tool for preparing for the midterm exam,I plan to use the STA130NBLMbotmore in the second half of the course,I plan to use the ""podcast"" feature of the STA130NBLMbot as a way to review material in the second half of the course",0.0,"""Vanilla"" ChatBots like ChatGPT or Microsoft Copilot,STA130 Custom NotebookLM,A better Custom ChatBot",0.0,Yes,0.0,"I believe that in the future I could learn to use R to do the things we do in class, based on using ChatBot help and support",0.0,Minimally,1.0,"",0.0,2,6,1.0
STA130H1-F-LEC0201-20249,345979,STA130H1-F-LEC0201-20249,2024-10-25 18:15:20 UTC,1,"","",ChatGPT (free tier),1.0,"Understanding code,Preparing for exams (such our midterm exam),Helping with writing",0.0,I have not used the STA130NBLMbot,1.0,"""Vanilla"" ChatBots like ChatGPT or Microsoft Copilot",1.0,"Yes, but perhaps just for certain courses for certain purposes",0.0,"I'm building proficiency in using ChatBots to support learning and understanding, and I appreciate the opportunity to do so",0.0,Tremendously,0.0,"",0.0,4,4,3.0
STA130H1-F-LEC0201-20249,345979,STA130H1-F-LEC0201-20249,2024-10-21 18:11:33 UTC,1,"","",ChatGPT (free tier),1.0,"Coding,Understanding code,Learning to code,Explaining/Learning statistical concepts,Doing well in the course",0.0,"The STA130NBLMbotwas not good for coding,The STA130NBLMbotwas good for many course related questions,I plan to use the STA130NBLMbotmore in the second half of the course",0.0,"""Vanilla"" ChatBots like ChatGPT or Microsoft Copilot,STA130 Custom NotebookLM",0.0,"Yes, but perhaps just for certain courses for certain purposes",0.0,I'm happy to be learning and building the python-oriented skills we're focussed on,0.0,Moderately,0.0,"",0.0,2,6,1.0
STA130H1-F-LEC0201-20249,345979,STA130H1-F-LEC0201-20249,2024-10-24 12:36:33 UTC,1,"","","ChatGPT (free tier),Microsoft Copilot,STA130 Custom NotebookLM",0.0,"Coding,Understanding code,Explaining/Learning statistical concepts,Preparing for exams (such our midterm exam),Doing well on exams (specifically our midterm exam),Doing well in the course",0.0,"The STA130NBLMbotwas not good for coding,The STA130NBLMbotwas good for many course related questions,The STA130NBLMbot was a valuable tool for preparing for the midterm exam,I plan to use the STA130NBLMbotmore in the second half of the course,I plan to use the ""podcast"" feature of the STA130NBLMbot as a way to review material in the second half of the course",0.0,"""Vanilla"" ChatBots like ChatGPT or Microsoft Copilot,STA130 Custom NotebookLM,A better Custom ChatBot",0.0,"Yes, but perhaps just for certain courses for certain purposes",0.0,I have a higher opinion of ChatBots than I previously did because of STA130,0.0,Minimally,1.0,N/A,0.0,2,6,1.0
STA130H1-F-LEC0201-20249,345979,STA130H1-F-LEC0201-20249,2024-10-21 17:54:57 UTC,1,"","","ChatGPT (free tier),STA130 Custom NotebookLM",0.0,"Understanding code,Learning to code,Explaining/Learning statistical concepts,Helping with writing,Reading and writing communication practice",0.0,The STA130NBLMbotwas good for many course related questions,0.0,"""Paid subscription"" ChatBots\, like the ""not free version"" of ChatGPT,A better Custom ChatBot",0.0,"Yes, but perhaps just for certain courses for certain purposes",0.0,"",0.0,Minimally,1.0,NA,0.0,2,6,1.0
STA130H1-F-LEC0201-20249,345979,STA130H1-F-LEC0201-20249,2024-10-21 17:13:18 UTC,1,"","",ChatGPT (paid subscription),0.0,"Coding,Understanding code,Learning to code,Explaining/Learning statistical concepts",0.0,"The STA130NBLMbotwas not good for coding,The STA130NBLMbotwas good for many course related questions,I plan to use the ""podcast"" feature of the STA130NBLMbot as a way to review material in the second half of the course",0.0,"""Paid subscription"" ChatBots\, like the ""not free version"" of ChatGPT,STA130 Custom NotebookLM",0.0,Yes,0.0,I have a higher opinion of ChatBots than I previously did because of STA130,0.0,Moderately,0.0,"",0.0,1,7,0.0
STA130H1-F-LEC0201-20249,345979,STA130H1-F-LEC0201-20249,2024-10-21 18:08:27 UTC,1,"","","ChatGPT (free tier),ChatGPT (paid subscription),STA130 Custom NotebookLM",0.0,"Coding,Understanding code,Learning to code,Explaining/Learning statistical concepts,Preparing for exams (such our midterm exam),Doing well on exams (specifically our midterm exam),Doing well in the course",0.0,"The STA130NBLMbot was a valuable tool for preparing for the midterm exam,I plan to use the STA130NBLMbotmore in the second half of the course",0.0,"""Vanilla"" ChatBots like ChatGPT or Microsoft Copilot,""Paid subscription"" ChatBots\, like the ""not free version"" of ChatGPT,STA130 Custom NotebookLM",0.0,"Yes, but perhaps just for certain courses for certain purposes",0.0,"I'm building proficiency in using ChatBots to support learning and understanding, and I appreciate the opportunity to do so",0.0,Moderately,0.0,"",0.0,1,7,0.0
