section,section_id,section_sis_id,submitted,attempt,"4484877: Question 01
Which ChatBot(s) do you tend to use consistently and generally find helpful or useful for STA130?",1.0,"4649635: Midway Question 06 [but this time multiple selection for the whole time the survey is available which I failed to do initially last time...]
Now that you've seen half of the course, completed the midterm exam, and gotten a sense for what Prof. Scott is trying to do with everything in the course... which of the following would you say apply to you?",1.0,"4484878: Question 02 (Week 09)
Which of these topics will your feedback address? And are your responses based on using ChatGPT or the STA130 custom NBLMChatBot?

""My feedback will be about my experience using a ChatBot for the purposes of...""

We're just looking for you to highlight particular aspects of your experience that stood out to you. The options here might not be perfect, but we're hoping they provide enough expressivity for you to give us feedback where it makes sense to you.
✌️🤞",1.0,"4484879: Question 03 (Five-Star Rating)
Rate your experience using a ChatBot in STA130 on a Five-Star scale (where 1 is negative and 5 is positive).
Did you have a good experience regarding ChatBot support in writing, using, and troubleshooting Python code; and, learning statistical, data science, and Python programming topics and concepts?",1.0,"4484880: Question 04 (Learning Support)
Regarding learning statistical, data science, and Python programming topics and concepts (as opposed to just writing, using, and troubleshooting Python code) which of the following did you find to be helpful?",1.0,"4484881: Question 05 (Focus)
Was the scope of the responses of the ChatBot appropriately constrained and sufficiently targeted on the desired information?",1.0,"4484882: Further comments or clarifications?
Feel free togive us any other details, clarifications, or additional feedback that you feel might be relevant or worth sharing!Any comments provided here will be reviewed and helpful for our ongoing evaluations of ChatBots in the STA130 context.",1.0,n correct,n incorrect,score
STA130H1-F-LEC0201-20249,345979,STA130H1-F-LEC0201-20249,2024-11-04 19:16:33 UTC,1,STA130 Custom NotebookLM,0.0,"I'm building proficiency in using ChatBots to support efficiency and productivity\, and I appreciate the opportunity to do so,I'm building proficiency in using ChatBots to support learning and understanding\, and I appreciate the opportunity to do so,I rely on ChatBots more than I previously did because of STA130,I'm happy to be learning and building the python-oriented skills we're focussed on",0.0,"Feedback is about my experience using the STA130 custom NBLM ChatBot,Understanding simple linear regression specifications versus indicator variable specification,Comparing two groups with linear regression contrasts\, permutation tests\, or two-sample bootstrapping",0.0,4,0.0,"Course material: Lectures and/or tutorials,Course material: homework exercises,ChatBots,Other online resources",0.0,Sometimes,0.0,"",0.0,1,6,0.0
STA130H1-F-LEC0201-20249,345979,STA130H1-F-LEC0201-20249,2024-11-04 19:15:33 UTC,1,"ChatGPT (paid subscription),STA130 Custom NotebookLM",0.0,"I'm building proficiency in using ChatBots to support efficiency and productivity\, and I appreciate the opportunity to do so",1.0,"Feedback is about my experience using the STA130 custom NBLM ChatBot,Specifying and simulating a simple linear regression model",0.0,3,0.0,Course material: Lectures and/or tutorials,1.0,More often than not,0.0,"",0.0,3,4,2.0
STA130H1-F-LEC0201-20249,345979,STA130H1-F-LEC0201-20249,2024-11-04 19:15:25 UTC,1,ChatGPT (paid subscription),0.0,"I'm building proficiency in using ChatBots to support efficiency and productivity\, and I appreciate the opportunity to do so",1.0,Feedback is about my experience using the STA130 custom NBLM ChatBot,1.0,"",0.0,"Course material: Lectures and/or tutorials,Course material: wiki-textbook,Course material: homework exercises,ChatBots",0.0,Yes,0.0,N/A,0.0,3,4,2.0
STA130H1-F-LEC0201-20249,345979,STA130H1-F-LEC0201-20249,2024-11-04 19:10:30 UTC,1,ChatGPT (free tier),1.0,"I'm building proficiency in using ChatBots to support learning and understanding\, and I appreciate the opportunity to do so,I have a higher opinion of ChatBots than I previously did because of STA130,I'd prefer to have taken an easier R-based version of the course,I'm happy to be learning and building the python-oriented skills we're focussed on",0.0,"Feedback is about my experience using ChatGPT,Specifying and simulating a simple linear regression model,Bootstrapping regression slope coefficients and/or simulating their sampling distribution under the null hypothesis of ""no linear association""",0.0,4,0.0,"Course material: Lectures and/or tutorials,Course material: wiki-textbook,Course material: homework exercises,ChatBots,Other online resources",0.0,More often than not,0.0,I don’t have any comments so far.,0.0,2,5,1.0
STA130H1-F-LEC0201-20249,345979,STA130H1-F-LEC0201-20249,2024-11-04 19:01:20 UTC,1,ChatGPT (paid subscription),0.0,"I rely on ChatBots more than I previously did because of STA130,I believe that in the future I could learn to use R to do the things we do in class\, based on using ChatBot help and support",0.0,"Understanding Ordinary Least Squares and proportion of variance explained,Explaining the assumptions of simple linear regression,Bootstrapping regression slope coefficients and/or simulating their sampling distribution under the null hypothesis of ""no linear association""",0.0,5,0.0,"Course material: Lectures and/or tutorials,Course material: wiki-textbook,ChatBots",0.0,More often than not,0.0,none,0.0,1,6,0.0
STA130H1-F-LEC0101-20249,345972,STA130H1-F-LEC0101-20249,2024-11-04 17:57:37 UTC,1,ChatGPT (free tier),1.0,"I'm building proficiency in using ChatBots to support efficiency and productivity\, and I appreciate the opportunity to do so,I'm building proficiency in using ChatBots to support learning and understanding\, and I appreciate the opportunity to do so",0.0,"Feedback is about my experience using ChatGPT,Specifying and simulating a simple linear regression model,Understanding Ordinary Least Squares and proportion of variance explained,Explaining the assumptions of simple linear regression,Bootstrapping regression slope coefficients and/or simulating their sampling distribution under the null hypothesis of ""no linear association"",Understanding simple linear regression specifications versus indicator variable specification,Comparing two groups with linear regression contrasts\, permutation tests\, or two-sample bootstrapping",0.0,4,0.0,"Course material: Lectures and/or tutorials,Course material: wiki-textbook,Course material: homework exercises,ChatBots",0.0,Sometimes,0.0,no,0.0,2,5,1.0
STA130H1-F-LEC0101-20249,345972,STA130H1-F-LEC0101-20249,2024-11-04 17:45:00 UTC,1,ChatGPT (free tier),1.0,"I'm building proficiency in using ChatBots to support learning and understanding\, and I appreciate the opportunity to do so,I rely on ChatBots more than I previously did because of STA130",0.0,Feedback is about my experience using ChatGPT,0.0,4,0.0,"Course material: Lectures and/or tutorials,Course material: wiki-textbook,Course material: homework exercises,ChatBots,Other online resources",0.0,More often than not,0.0,"",0.0,2,5,1.0
STA130H1-F-LEC0101-20249,345972,STA130H1-F-LEC0101-20249,2024-11-04 16:43:43 UTC,1,ChatGPT (free tier),1.0,"I'm building proficiency in using ChatBots to support efficiency and productivity\, and I appreciate the opportunity to do so,I'm building proficiency in using ChatBots to support learning and understanding\, and I appreciate the opportunity to do so,I rely on ChatBots more than I previously did because of STA130,I'm happy to be learning and building the python-oriented skills we're focussed on",0.0,"Feedback is about my experience using ChatGPT,Specifying and simulating a simple linear regression model,Combining the aspect of a fitted model to the data simulated above,Bootstrapping regression slope coefficients and/or simulating their sampling distribution under the null hypothesis of ""no linear association"",Understanding simple linear regression specifications versus indicator variable specification,Comparing two groups with linear regression contrasts\, permutation tests\, or two-sample bootstrapping",0.0,5,0.0,"Course material: Lectures and/or tutorials,Course material: wiki-textbook,Course material: homework exercises,ChatBots",0.0,More often than not,0.0,"",0.0,2,5,1.0
STA130H1-F-LEC0101-20249,345972,STA130H1-F-LEC0101-20249,2024-11-04 16:24:24 UTC,1,"ChatGPT (free tier),STA130 Custom NotebookLM",0.0,"I rely on ChatBots more than I previously did because of STA130,I am to some degree apprehensive about taking future statistics courses which depend on knowing R\, even with potential ChatBot help and support,I'd prefer to have taken an easier R-based version of the course,I'm happy to be learning and building the python-oriented skills we're focussed on",0.0,Feedback is about my experience using ChatGPT,0.0,2,0.0,"Course material: Lectures and/or tutorials,Course material: wiki-textbook,Course material: homework exercises",0.0,No,1.0,"",0.0,2,5,1.0
STA130H1-F-LEC0101-20249,345972,STA130H1-F-LEC0101-20249,2024-11-04 15:17:18 UTC,1,ChatGPT (paid subscription),0.0,"I'm building proficiency in using ChatBots to support efficiency and productivity\, and I appreciate the opportunity to do so",1.0,"Feedback is about my experience using the STA130 custom NBLM ChatBot,Feedback is about my experience using ChatGPT",0.0,5,0.0,"Course material: Lectures and/or tutorials,Course material: wiki-textbook,Course material: homework exercises,ChatBots",0.0,Yes,0.0,I think ChatBots help me to study statistics.,0.0,2,5,1.0
STA130H1-F-LEC0101-20249,345972,STA130H1-F-LEC0101-20249,2024-11-04 15:16:30 UTC,1,ChatGPT (free tier),1.0,"I'm building proficiency in using ChatBots to support efficiency and productivity\, and I appreciate the opportunity to do so,I'm building proficiency in using ChatBots to support learning and understanding\, and I appreciate the opportunity to do so,I have a higher opinion of ChatBots than I previously did because of STA130,I rely on ChatBots more than I previously did because of STA130,I believe that in the future I could learn to use R to do the things we do in class\, based on using ChatBot help and support,I am to some degree apprehensive about taking future statistics courses which depend on knowing R\, even with potential ChatBot help and support,I'm happy to be learning and building the python-oriented skills we're focussed on",0.0,Feedback is about my experience using ChatGPT,0.0,4,0.0,"Course material: wiki-textbook,Course material: homework exercises,ChatBots",0.0,More often than not,0.0,"",0.0,2,5,1.0
STA130H1-F-LEC0101-20249,345972,STA130H1-F-LEC0101-20249,2024-11-04 15:16:30 UTC,1,ChatGPT (free tier),1.0,"I'm building proficiency in using ChatBots to support efficiency and productivity\, and I appreciate the opportunity to do so,I'm building proficiency in using ChatBots to support learning and understanding\, and I appreciate the opportunity to do so,I have a higher opinion of ChatBots than I previously did because of STA130,I rely on ChatBots more than I previously did because of STA130,I believe that in the future I could learn to use R to do the things we do in class\, based on using ChatBot help and support,I'm happy to be learning and building the python-oriented skills we're focussed on",0.0,"Feedback is about my experience using the STA130 custom NBLM ChatBot,Feedback is about my experience using ChatGPT",0.0,5,0.0,"Course material: Lectures and/or tutorials,Course material: homework exercises,ChatBots,Other online resources",0.0,More often than not,0.0,"",0.0,2,5,1.0
STA130H1-F-LEC0101-20249,345972,STA130H1-F-LEC0101-20249,2024-11-04 15:16:21 UTC,1,"ChatGPT (free tier),STA130 Custom NotebookLM",0.0,"I'm building proficiency in using ChatBots to support efficiency and productivity\, and I appreciate the opportunity to do so,I'm building proficiency in using ChatBots to support learning and understanding\, and I appreciate the opportunity to do so,I have a higher opinion of ChatBots than I previously did because of STA130,I'm happy to be learning and building the python-oriented skills we're focussed on",0.0,Feedback is about my experience using ChatGPT,0.0,4,0.0,"Course material: Lectures and/or tutorials,Course material: homework exercises,ChatBots",0.0,More often than not,0.0,"",0.0,1,6,0.0
STA130H1-F-LEC0101-20249,345972,STA130H1-F-LEC0101-20249,2024-11-04 15:16:20 UTC,1,"ChatGPT (free tier),STA130 Custom NotebookLM",0.0,"I'm building proficiency in using ChatBots to support efficiency and productivity\, and I appreciate the opportunity to do so,I'm building proficiency in using ChatBots to support learning and understanding\, and I appreciate the opportunity to do so,I have a higher opinion of ChatBots than I previously did because of STA130,I rely on ChatBots more than I previously did because of STA130,I believe that in the future I could learn to use R to do the things we do in class\, based on using ChatBot help and support,I'm happy to be learning and building the python-oriented skills we're focussed on",0.0,"Feedback is about my experience using ChatGPT,Specifying and simulating a simple linear regression model,Combining the aspect of a fitted model to the data simulated above,Understanding Ordinary Least Squares and proportion of variance explained,Explaining the assumptions of simple linear regression,Bootstrapping regression slope coefficients and/or simulating their sampling distribution under the null hypothesis of ""no linear association""",0.0,5,0.0,"Course material: Lectures and/or tutorials,ChatBots,Other online resources",0.0,More often than not,0.0,"",0.0,1,6,0.0
STA130H1-F-LEC0101-20249,345972,STA130H1-F-LEC0101-20249,2024-11-04 15:15:39 UTC,1,STA130 Custom NotebookLM,0.0,"I'm building proficiency in using ChatBots to support efficiency and productivity\, and I appreciate the opportunity to do so,I'm building proficiency in using ChatBots to support learning and understanding\, and I appreciate the opportunity to do so,I have a higher opinion of ChatBots than I previously did because of STA130,I believe that in the future I could learn to use R to do the things we do in class\, based on using ChatBot help and support,I am to some degree apprehensive about taking future statistics courses which depend on knowing R\, even with potential ChatBot help and support,I'm happy to be learning and building the python-oriented skills we're focussed on",0.0,"Feedback is about my experience using the STA130 custom NBLM ChatBot,Specifying and simulating a simple linear regression model,Combining the aspect of a fitted model to the data simulated above,Understanding Ordinary Least Squares and proportion of variance explained,Explaining the assumptions of simple linear regression,Bootstrapping regression slope coefficients and/or simulating their sampling distribution under the null hypothesis of ""no linear association"",Understanding simple linear regression specifications versus indicator variable specification,Comparing two groups with linear regression contrasts\, permutation tests\, or two-sample bootstrapping",0.0,5,0.0,"Course material: Lectures and/or tutorials,Course material: wiki-textbook,Course material: homework exercises,ChatBots,Other online resources",0.0,"Yes,This feedback is for the STA130 custom NotebookLM ChatBot",0.0,N/A,0.0,1,6,0.0
STA130H1-F-LEC0101-20249,345972,STA130H1-F-LEC0101-20249,2024-11-04 15:14:53 UTC,1,ChatGPT (free tier),1.0,"I'm building proficiency in using ChatBots to support learning and understanding\, and I appreciate the opportunity to do so,I have a higher opinion of ChatBots than I previously did because of STA130,I rely on ChatBots more than I previously did because of STA130,I am to some degree apprehensive about taking future statistics courses which depend on knowing R\, even with potential ChatBot help and support",0.0,"Specifying and simulating a simple linear regression model,Combining the aspect of a fitted model to the data simulated above,Understanding Ordinary Least Squares and proportion of variance explained,Explaining the assumptions of simple linear regression,Comparing two groups with linear regression contrasts\, permutation tests\, or two-sample bootstrapping",0.0,4,0.0,"Course material: Lectures and/or tutorials,Course material: homework exercises,ChatBots",0.0,Yes,0.0,"",0.0,2,5,1.0
STA130H1-F-LEC0101-20249,345972,STA130H1-F-LEC0101-20249,2024-11-04 15:14:18 UTC,1,"ChatGPT (free tier),STA130 Custom NotebookLM",0.0,"I'm building proficiency in using ChatBots to support efficiency and productivity\, and I appreciate the opportunity to do so,I'm building proficiency in using ChatBots to support learning and understanding\, and I appreciate the opportunity to do so,I rely on ChatBots more than I previously did because of STA130",0.0,"Feedback is about my experience using the STA130 custom NBLM ChatBot,Feedback is about my experience using ChatGPT,Specifying and simulating a simple linear regression model,Understanding Ordinary Least Squares and proportion of variance explained,Explaining the assumptions of simple linear regression,Bootstrapping regression slope coefficients and/or simulating their sampling distribution under the null hypothesis of ""no linear association""",0.0,5,0.0,"Course material: Lectures and/or tutorials,Course material: wiki-textbook,Course material: homework exercises",0.0,More often than not,0.0,"",0.0,1,6,0.0
STA130H1-F-LEC0101-20249,345972,STA130H1-F-LEC0101-20249,2024-11-04 15:13:55 UTC,1,ChatGPT (free tier),1.0,"I'm building proficiency in using ChatBots to support efficiency and productivity\, and I appreciate the opportunity to do so,I'm building proficiency in using ChatBots to support learning and understanding\, and I appreciate the opportunity to do so,I have a higher opinion of ChatBots than I previously did because of STA130,I rely on ChatBots more than I previously did because of STA130,I'm happy to be learning and building the python-oriented skills we're focussed on",0.0,Feedback is about my experience using ChatGPT,0.0,4,0.0,"Course material: Lectures and/or tutorials,Course material: wiki-textbook,Course material: homework exercises,ChatBots,Other online resources",0.0,More often than not,0.0,"",0.0,2,5,1.0
STA130H1-F-LEC0101-20249,345972,STA130H1-F-LEC0101-20249,2024-11-04 15:02:10 UTC,1,"ChatGPT (free tier),STA130 Custom NotebookLM",0.0,"I'm building proficiency in using ChatBots to support efficiency and productivity\, and I appreciate the opportunity to do so,I'm building proficiency in using ChatBots to support learning and understanding\, and I appreciate the opportunity to do so,I am to some degree apprehensive about taking future statistics courses which depend on knowing R\, even with potential ChatBot help and support",0.0,"Feedback is about my experience using the STA130 custom NBLM ChatBot,Feedback is about my experience using ChatGPT",0.0,3,0.0,"Course material: Lectures and/or tutorials,Course material: homework exercises,ChatBots,Other online resources",0.0,More often than not,0.0,"",0.0,1,6,0.0
STA130H1-F-LEC0101-20249,345972,STA130H1-F-LEC0101-20249,2024-11-04 15:01:44 UTC,1,ChatGPT (paid subscription),0.0,"I'm building proficiency in using ChatBots to support efficiency and productivity\, and I appreciate the opportunity to do so",1.0,Feedback is about my experience using the STA130 custom NBLM ChatBot,1.0,5,0.0,Course material: Lectures and/or tutorials,1.0,Yes,0.0,None,0.0,4,3,3.0
STA130H1-F-LEC0101-20249,345972,STA130H1-F-LEC0101-20249,2024-11-04 14:59:43 UTC,1,ChatGPT (free tier),1.0,I rely on ChatBots more than I previously did because of STA130,0.0,"Feedback is about my experience using the STA130 custom NBLM ChatBot,Feedback is about my experience using ChatGPT",0.0,3,0.0,"Course material: Lectures and/or tutorials,ChatBots",0.0,Sometimes,0.0,"",0.0,2,5,1.0
STA130H1-F-LEC0201-20249,345979,STA130H1-F-LEC0201-20249,2024-11-04 13:48:00 UTC,1,ChatGPT (paid subscription),0.0,I rely on ChatBots more than I previously did because of STA130,0.0,Feedback is about my experience using the STA130 custom NBLM ChatBot,1.0,3,0.0,ChatBots,0.0,Sometimes,0.0,N/A,0.0,2,5,1.0
STA130H1-F-LEC0101-20249,345972,STA130H1-F-LEC0101-20249,2024-11-04 13:23:25 UTC,1,ChatGPT (free tier),1.0,"I'm building proficiency in using ChatBots to support efficiency and productivity\, and I appreciate the opportunity to do so,I'm building proficiency in using ChatBots to support learning and understanding\, and I appreciate the opportunity to do so",0.0,"Specifying and simulating a simple linear regression model,Understanding Ordinary Least Squares and proportion of variance explained",0.0,3,0.0,"Course material: Lectures and/or tutorials,Course material: wiki-textbook,Course material: homework exercises,ChatBots,Other online resources",0.0,More often than not,0.0,N/A,0.0,2,5,1.0
STA130H1-F-LEC0201-20249,345979,STA130H1-F-LEC0201-20249,2024-11-04 08:10:25 UTC,1,ChatGPT (paid subscription),0.0,"I'm building proficiency in using ChatBots to support efficiency and productivity\, and I appreciate the opportunity to do so,I'm building proficiency in using ChatBots to support learning and understanding\, and I appreciate the opportunity to do so,I believe that in the future I could learn to use R to do the things we do in class\, based on using ChatBot help and support",0.0,"Feedback is about my experience using ChatGPT,Specifying and simulating a simple linear regression model,Combining the aspect of a fitted model to the data simulated above,Understanding Ordinary Least Squares and proportion of variance explained,Explaining the assumptions of simple linear regression,Bootstrapping regression slope coefficients and/or simulating their sampling distribution under the null hypothesis of ""no linear association"",Understanding simple linear regression specifications versus indicator variable specification,Comparing two groups with linear regression contrasts\, permutation tests\, or two-sample bootstrapping",0.0,3,0.0,"Course material: Lectures and/or tutorials,Course material: wiki-textbook,Course material: homework exercises",0.0,More often than not,0.0,"",0.0,1,6,0.0
